productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Outdoors,2015-11,Accessories,Team Golf San Francisco Giants Putter Grip,10.0,114.0,2015-11,19,0.418,1.9
Outdoors,2015-11,Accessories,Team Golf St. Louis Cardinals Putter Grip,5.0,55.0,2015-11,10,0.769,2.0
Outdoors,2015-11,Accessories,Team Golf Tennessee Volunteers Putter Grip,7.0,120.0,2015-11,1,2.018,0.14
Outdoors,2015-11,Accessories,Team Golf Texas Longhorns Putter Grip,13.0,232.0,2015-11,4,1.895,0.31
Outdoors,2015-11,Electronics,Bridgestone e6 Straight Distance NFL Carolina,9.0,219.0,2015-11,13,2.056,1.44
Outdoors,2015-11,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,120.0,2015-11,2,1.921,0.67
Outdoors,2015-11,Electronics,Titleist Pro V1 High Numbers Personalized Gol,10.0,200.0,2015-11,2,1.314,0.2
Outdoors,2015-11,Electronics,Titleist Pro V1x Golf Balls,7.0,214.0,2015-11,0,1.529,0.0
Outdoors,2015-11,Electronics,Titleist Pro V1x High Numbers Personalized Go,16.0,610.0,2015-11,30,1.043,1.88
Outdoors,2015-11,Golf Apparel,Top Flite Women's 2017 XL Hybrid,4.0,47.0,2015-11,7,1.902,1.75
Outdoors,2015-11,Golf Balls,Glove It Women's Mod Oval Golf Glove,9.0,141.0,2015-11,2,1.516,0.22
Outdoors,2015-11,Golf Balls,Hirzl Men's Hybrid Golf Glove,5.0,62.0,2015-11,3,0.293,0.6
Outdoors,2015-11,Golf Balls,Hirzl Women's Hybrid Golf Glove,5.0,72.0,2015-11,4,1.874,0.8
Outdoors,2015-11,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,7.0,84.0,2015-11,3,1.709,0.43
Outdoors,2015-11,Golf Gloves,Bag Boy Beverage Holder,4.0,59.0,2015-11,3,1.296,0.75
Outdoors,2015-11,Golf Gloves,Clicgear 8.0 Shoe Brush,1.0,16.0,2015-11,2,0.158,2.0
Outdoors,2015-11,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,143.0,2015-11,9,1.054,1.8
Outdoors,2015-11,Trade-In,Glove It Imperial Golf Towel,7.0,56.0,2015-11,5,1.023,0.71
Outdoors,2015-11,Trade-In,Glove It Urban Brick Golf Towel,14.0,155.0,2015-11,18,1.819,1.29
Outdoors,2015-11,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,8.0,86.0,2015-11,2,2.062,0.25
Outdoors,2015-12,Accessories,Team Golf New England Patriots Putter Grip,2.0,55.0,2015-12,3,0.496,1.5
Outdoors,2015-12,Accessories,Team Golf Pittsburgh Steelers Putter Grip,14.0,275.0,2015-12,27,1.996,1.93
Outdoors,2015-12,Accessories,Team Golf St. Louis Cardinals Putter Grip,5.0,110.0,2015-12,2,1.931,0.4
Outdoors,2015-12,Accessories,Team Golf Tennessee Volunteers Putter Grip,8.0,180.0,2015-12,0,1.507,0.0
Outdoors,2015-12,Accessories,Team Golf Texas Longhorns Putter Grip,6.0,116.0,2015-12,9,0.152,1.5
Outdoors,2015-12,Electronics,Bridgestone e6 Straight Distance NFL Carolina,6.0,146.0,2015-12,3,2.214,0.5
Outdoors,2015-12,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4.0,60.0,2015-12,1,0.222,0.25
Outdoors,2015-12,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,9.0,138.0,2015-12,1,0.505,0.11
Outdoors,2015-12,Electronics,Titleist Pro V1 High Numbers Personalized Gol,5.0,200.0,2015-12,0,2.156,0.0
Outdoors,2015-12,Electronics,Titleist Pro V1x Golf Balls,7.0,428.0,2015-12,3,2.12,0.43
Outdoors,2015-12,Electronics,Titleist Pro V1x High Numbers Golf Balls,12.0,312.0,2015-12,3,1.64,0.25
Outdoors,2015-12,Electronics,Titleist Pro V1x High Numbers Personalized Go,13.0,488.0,2015-12,10,2.073,0.77
Outdoors,2015-12,Golf Balls,Glove It Women's Imperial Golf Glove,3.0,44.0,2015-12,2,1.427,0.67
Outdoors,2015-12,Golf Balls,Glove It Women's Mod Oval Golf Glove,1.0,47.0,2015-12,2,2.262,2.0
Outdoors,2015-12,Golf Balls,Hirzl Men's Hybrid Golf Glove,9.0,93.0,2015-12,15,0.217,1.67
Outdoors,2015-12,Golf Balls,Hirzl Women's Hybrid Golf Glove,7.0,72.0,2015-12,9,1.582,1.29
Outdoors,2015-12,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,1.0,42.0,2015-12,1,0.83,1.0
Outdoors,2015-12,Golf Gloves,Bag Boy Beverage Holder,9.0,118.0,2015-12,15,1.655,1.67
Outdoors,2015-12,Golf Gloves,Clicgear Rovic Cooler Bag,3.0,174.0,2015-12,0,0.104,0.0
Outdoors,2015-12,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,6.0,286.0,2015-12,8,0.672,1.33
Outdoors,2015-12,Trade-In,Glove It Imperial Golf Towel,5.0,56.0,2015-12,10,0.13,2.0
Outdoors,2015-12,Trade-In,Glove It Urban Brick Golf Towel,5.0,93.0,2015-12,1,0.845,0.2
Outdoors,2015-12,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,86.0,2015-12,3,1.99,1.5
Outdoors,2016-01,Accessories,Team Golf New England Patriots Putter Grip,5.0,110.0,2016-01,6,1.857,1.2
Outdoors,2016-01,Accessories,Team Golf San Francisco Giants Putter Grip,11.0,171.0,2016-01,5,1.928,0.45
Outdoors,2016-01,Accessories,Team Golf St. Louis Cardinals Putter Grip,5.0,165.0,2016-01,6,0.898,1.2
Outdoors,2016-01,Accessories,Team Golf Texas Longhorns Putter Grip,1.0,58.0,2016-01,2,1.856,2.0
Outdoors,2016-01,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8.0,138.0,2016-01,14,2.049,1.75
Outdoors,2016-01,Electronics,Titleist Pro V1 High Numbers Personalized Gol,6.0,200.0,2016-01,8,1.282,1.33
Outdoors,2016-01,Electronics,Titleist Pro V1x Golf Balls,5.0,107.0,2016-01,5,2.234,1.0
Outdoors,2016-01,Electronics,Titleist Pro V1x High Numbers Golf Balls,2.0,208.0,2016-01,0,0.124,0.0
Outdoors,2016-01,Electronics,Titleist Pro V1x High Numbers Personalized Go,14.0,610.0,2016-01,27,1.651,1.93
Outdoors,2016-01,Garden,Lawn mower,2.0,516.0,2016-01,3,0.942,1.5
Outdoors,2016-01,Golf Balls,Glove It Women's Mod Oval Golf Glove,4.0,47.0,2016-01,4,1.439,1.0
Outdoors,2016-01,Golf Balls,Hirzl Men's Hybrid Golf Glove,6.0,62.0,2016-01,10,1.711,1.67
Outdoors,2016-01,Golf Balls,Hirzl Women's Hybrid Golf Glove,20.0,216.0,2016-01,25,0.661,1.25
Outdoors,2016-01,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2016-01,5,1.031,1.0
Outdoors,2016-01,Golf Gloves,Bag Boy Beverage Holder,5.0,59.0,2016-01,6,1.518,1.2
Outdoors,2016-01,Golf Gloves,Clicgear Rovic Cooler Bag,7.0,174.0,2016-01,10,1.961,1.43
Outdoors,2016-01,Trade-In,Glove It Urban Brick Golf Towel,3.0,62.0,2016-01,2,1.344,0.67
Outdoors,2016-02,Accessories,Team Golf New England Patriots Putter Grip,3.0,55.0,2016-02,5,0.336,1.67
Outdoors,2016-02,Accessories,Team Golf Pittsburgh Steelers Putter Grip,5.0,55.0,2016-02,7,1.751,1.4
Outdoors,2016-02,Accessories,Team Golf San Francisco Giants Putter Grip,2.0,114.0,2016-02,4,1.126,2.0
Outdoors,2016-02,Accessories,Team Golf St. Louis Cardinals Putter Grip,8.0,165.0,2016-02,11,0.278,1.38
Outdoors,2016-02,Accessories,Team Golf Texas Longhorns Putter Grip,11.0,174.0,2016-02,14,1.708,1.27
Outdoors,2016-02,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,60.0,2016-02,5,0.494,1.67
Outdoors,2016-02,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,8.0,138.0,2016-02,0,1.854,0.0
Outdoors,2016-02,Electronics,Titleist Pro V1 High Numbers Personalized Gol,3.0,100.0,2016-02,0,1.576,0.0
Outdoors,2016-02,Electronics,Titleist Pro V1x Golf Balls,9.0,214.0,2016-02,15,1.79,1.67
Outdoors,2016-02,Electronics,Titleist Pro V1x High Numbers Personalized Go,8.0,244.0,2016-02,12,1.82,1.5
Outdoors,2016-02,Garden,Lawn mower,3.0,774.0,2016-02,0,1.603,0.0
Outdoors,2016-02,Golf Balls,Glove It Women's Imperial Golf Glove,9.0,132.0,2016-02,17,1.725,1.89
Outdoors,2016-02,Golf Balls,Glove It Women's Mod Oval Golf Glove,10.0,188.0,2016-02,7,0.623,0.7
Outdoors,2016-02,Golf Balls,Hirzl Men's Hybrid Golf Glove,12.0,93.0,2016-02,9,1.411,0.75
Outdoors,2016-02,Golf Balls,Hirzl Women's Hybrid Golf Glove,7.0,108.0,2016-02,13,1.479,1.86
Outdoors,2016-02,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2016-02,5,1.85,1.0
Outdoors,2016-02,Golf Gloves,Bag Boy Beverage Holder,9.0,236.0,2016-02,8,0.702,0.89
Outdoors,2016-02,Golf Gloves,Clicgear Rovic Cooler Bag,14.0,348.0,2016-02,1,1.26,0.07
Outdoors,2016-02,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,8.0,286.0,2016-02,3,1.393,0.38
Outdoors,2016-02,Trade-In,Glove It Imperial Golf Towel,5.0,28.0,2016-02,2,0.888,0.4
Outdoors,2016-02,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,11.0,129.0,2016-02,2,1.124,0.18
Outdoors,2016-03,Accessories,Team Golf New England Patriots Putter Grip,5.0,55.0,2016-03,8,0.701,1.6
Outdoors,2016-03,Accessories,Team Golf Pittsburgh Steelers Putter Grip,20.0,275.0,2016-03,32,0.73,1.6
Outdoors,2016-03,Accessories,Team Golf San Francisco Giants Putter Grip,1.0,57.0,2016-03,0,2.182,0.0
Outdoors,2016-03,Accessories,Team Golf St. Louis Cardinals Putter Grip,3.0,55.0,2016-03,0,2.083,0.0
Outdoors,2016-03,Accessories,Team Golf Tennessee Volunteers Putter Grip,8.0,120.0,2016-03,1,1.602,0.12
Outdoors,2016-03,Accessories,Team Golf Texas Longhorns Putter Grip,5.0,58.0,2016-03,10,1.299,2.0
Outdoors,2016-03,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,3.0,60.0,2016-03,6,1.475,2.0
Outdoors,2016-03,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2.0,138.0,2016-03,1,0.904,0.5
Outdoors,2016-03,Electronics,Titleist Pro V1 High Numbers Personalized Gol,6.0,300.0,2016-03,8,0.859,1.33
Outdoors,2016-03,Electronics,Titleist Pro V1x Golf Balls,4.0,107.0,2016-03,7,0.974,1.75
Outdoors,2016-03,Electronics,Titleist Pro V1x High Numbers Golf Balls,3.0,208.0,2016-03,4,0.886,1.33
Outdoors,2016-03,Garden,Lawn mower,1.0,258.0,2016-03,2,1.495,2.0
Outdoors,2016-03,Golf Apparel,Top Flite Women's 2017 XL Hybrid,10.0,94.0,2016-03,18,1.753,1.8
Outdoors,2016-03,Golf Balls,Glove It Women's Imperial Golf Glove,5.0,88.0,2016-03,1,1.489,0.2
Outdoors,2016-03,Golf Balls,Glove It Women's Mod Oval Golf Glove,4.0,47.0,2016-03,2,2.21,0.5
Outdoors,2016-03,Golf Balls,Hirzl Men's Hybrid Golf Glove,4.0,31.0,2016-03,2,1.874,0.5
Outdoors,2016-03,Golf Gloves,Bag Boy Beverage Holder,4.0,59.0,2016-03,5,1.457,1.25
Outdoors,2016-03,Golf Gloves,Clicgear 8.0 Shoe Brush,5.0,32.0,2016-03,10,1.148,2.0
Outdoors,2016-03,Golf Gloves,Clicgear Rovic Cooler Bag,2.0,87.0,2016-03,2,2.165,1.0
Outdoors,2016-03,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,4.0,143.0,2016-03,0,0.957,0.0
Outdoors,2016-03,Trade-In,Glove It Imperial Golf Towel,5.0,56.0,2016-03,5,0.674,1.0
Outdoors,2016-03,Trade-In,Glove It Urban Brick Golf Towel,6.0,62.0,2016-03,7,1.947,1.17
Outdoors,2016-03,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,6.0,86.0,2016-03,10,0.533,1.67
Outdoors,2016-04,Accessories,Team Golf New England Patriots Putter Grip,11.0,165.0,2016-04,10,2.013,0.91
Outdoors,2016-04,Accessories,Team Golf Pittsburgh Steelers Putter Grip,12.0,220.0,2016-04,24,1.67,2.0
Outdoors,2016-04,Accessories,Team Golf St. Louis Cardinals Putter Grip,4.0,110.0,2016-04,5,0.111,1.25
Outdoors,2016-04,Accessories,Team Golf Tennessee Volunteers Putter Grip,3.0,60.0,2016-04,6,0.708,2.0
Outdoors,2016-04,Electronics,Bridgestone e6 Straight Distance NFL Carolina,4.0,73.0,2016-04,1,1.495,0.25
Outdoors,2016-04,Electronics,Titleist Pro V1 High Numbers Personalized Gol,2.0,200.0,2016-04,4,0.146,2.0
Outdoors,2016-04,Electronics,Titleist Pro V1x Golf Balls,1.0,107.0,2016-04,2,0.266,2.0
Outdoors,2016-04,Electronics,Titleist Pro V1x High Numbers Golf Balls,5.0,104.0,2016-04,10,0.701,2.0
Outdoors,2016-04,Golf Apparel,Top Flite Women's 2017 XL Hybrid,8.0,94.0,2016-04,11,2.104,1.38
Outdoors,2016-04,Golf Balls,Glove It Women's Imperial Golf Glove,6.0,88.0,2016-04,10,0.283,1.67
Outdoors,2016-04,Golf Balls,Glove It Women's Mod Oval Golf Glove,7.0,141.0,2016-04,0,1.082,0.0
Outdoors,2016-04,Golf Balls,Hirzl Men's Hybrid Golf Glove,12.0,93.0,2016-04,11,1.964,0.92
Outdoors,2016-04,Golf Balls,Hirzl Women's Hybrid Golf Glove,10.0,72.0,2016-04,4,0.376,0.4
Outdoors,2016-04,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,4.0,84.0,2016-04,6,0.549,1.5
Outdoors,2016-04,Golf Gloves,Bag Boy Beverage Holder,5.0,59.0,2016-04,8,1.85,1.6
Outdoors,2016-04,Golf Gloves,Clicgear 8.0 Shoe Brush,3.0,16.0,2016-04,1,0.564,0.33
Outdoors,2016-04,Golf Gloves,Clicgear Rovic Cooler Bag,8.0,261.0,2016-04,0,0.337,0.0
Outdoors,2016-04,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,9.0,286.0,2016-04,4,0.299,0.44
Outdoors,2016-04,Golf Shoes,LIJA Women's Mid-Length Panel Golf Shorts,3.0,121.0,2016-04,1,1.693,0.33
Outdoors,2016-04,Trade-In,Glove It Imperial Golf Towel,13.0,84.0,2016-04,12,0.49,0.92
Outdoors,2016-04,Trade-In,Glove It Urban Brick Golf Towel,6.0,62.0,2016-04,5,1.657,0.83
Outdoors,2016-04,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.0,43.0,2016-04,0,0.418,0.0
Outdoors,2016-05,Accessories,Team Golf New England Patriots Putter Grip,15.0,275.0,2016-05,17,0.238,1.13
Outdoors,2016-05,Accessories,Team Golf Pittsburgh Steelers Putter Grip,11.0,220.0,2016-05,16,0.186,1.45
Outdoors,2016-05,Accessories,Team Golf St. Louis Cardinals Putter Grip,14.0,330.0,2016-05,10,0.934,0.71
Outdoors,2016-05,Accessories,Team Golf Tennessee Volunteers Putter Grip,2.0,60.0,2016-05,2,0.71,1.0
Outdoors,2016-05,Accessories,Team Golf Texas Longhorns Putter Grip,22.0,348.0,2016-05,8,2.118,0.36
Outdoors,2016-05,Electronics,Bridgestone e6 Straight Distance NFL Carolina,5.0,146.0,2016-05,10,0.386,2.0
Outdoors,2016-05,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,8.0,180.0,2016-05,4,1.523,0.5
Outdoors,2016-05,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1.0,100.0,2016-05,1,0.654,1.0
Outdoors,2016-05,Electronics,Titleist Pro V1x Golf Balls,11.0,321.0,2016-05,22,0.981,2.0
Outdoors,2016-05,Electronics,Titleist Pro V1x High Numbers Personalized Go,6.0,244.0,2016-05,3,1.145,0.5
Outdoors,2016-05,Golf Balls,Glove It Women's Imperial Golf Glove,10.0,132.0,2016-05,3,0.285,0.3
Outdoors,2016-05,Golf Gloves,Bag Boy Beverage Holder,10.0,118.0,2016-05,5,1.919,0.5
Outdoors,2016-05,Golf Gloves,Clicgear 8.0 Shoe Brush,12.0,48.0,2016-05,17,1.045,1.42
Outdoors,2016-05,Golf Gloves,Clicgear Rovic Cooler Bag,7.0,174.0,2016-05,14,1.22,2.0
Outdoors,2016-05,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,15.0,572.0,2016-05,17,1.854,1.13
Outdoors,2016-05,Trade-In,Glove It Imperial Golf Towel,4.0,56.0,2016-05,1,0.793,0.25
Outdoors,2016-05,Trade-In,Glove It Urban Brick Golf Towel,16.0,124.0,2016-05,12,0.988,0.75
Outdoors,2016-05,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,4.0,43.0,2016-05,4,0.228,1.0
Outdoors,2016-06,Accessories,Team Golf New England Patriots Putter Grip,6.0,110.0,2016-06,9,0.22,1.5
Outdoors,2016-06,Accessories,Team Golf Pittsburgh Steelers Putter Grip,6.0,110.0,2016-06,5,0.6,0.83
Outdoors,2016-06,Accessories,Team Golf San Francisco Giants Putter Grip,4.0,57.0,2016-06,6,1.467,1.5
Outdoors,2016-06,Accessories,Team Golf St. Louis Cardinals Putter Grip,1.0,55.0,2016-06,1,1.878,1.0
Outdoors,2016-06,Accessories,Team Golf Tennessee Volunteers Putter Grip,3.0,120.0,2016-06,1,1.777,0.33
Outdoors,2016-06,Accessories,Team Golf Texas Longhorns Putter Grip,4.0,58.0,2016-06,2,0.536,0.5
Outdoors,2016-06,Electronics,Bridgestone e6 Straight Distance NFL Carolina,12.0,219.0,2016-06,22,1.096,1.83
Outdoors,2016-06,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,7.0,120.0,2016-06,0,2.282,0.0
Outdoors,2016-06,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,10.0,138.0,2016-06,10,0.819,1.0
Outdoors,2016-06,Electronics,Titleist Pro V1 High Numbers Personalized Gol,5.0,200.0,2016-06,2,1.144,0.4
Outdoors,2016-06,Electronics,Titleist Pro V1x Golf Balls,2.0,107.0,2016-06,1,2.252,0.5
Outdoors,2016-06,Electronics,Titleist Pro V1x High Numbers Golf Balls,8.0,312.0,2016-06,9,1.559,1.12
Outdoors,2016-06,Golf Apparel,Top Flite Women's 2017 XL Hybrid,2.0,94.0,2016-06,0,1.359,0.0
Outdoors,2016-06,Golf Balls,Glove It Women's Imperial Golf Glove,2.0,44.0,2016-06,4,0.362,2.0
Outdoors,2016-06,Golf Balls,Hirzl Men's Hybrid Golf Glove,4.0,62.0,2016-06,5,0.153,1.25
Outdoors,2016-06,Golf Balls,Hirzl Women's Hybrid Golf Glove,10.0,108.0,2016-06,13,0.208,1.3
Outdoors,2016-06,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2016-06,9,1.059,1.8
Outdoors,2016-06,Golf Gloves,Bag Boy Beverage Holder,11.0,177.0,2016-06,6,1.124,0.55
Outdoors,2016-06,Golf Gloves,Clicgear 8.0 Shoe Brush,3.0,32.0,2016-06,6,0.711,2.0
Outdoors,2016-06,Golf Gloves,Clicgear Rovic Cooler Bag,13.0,348.0,2016-06,13,1.464,1.0
Outdoors,2016-06,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,8.0,286.0,2016-06,1,1.615,0.12
Outdoors,2016-06,Trade-In,Glove It Imperial Golf Towel,5.0,56.0,2016-06,9,2.113,1.8
Outdoors,2016-06,Trade-In,Glove It Urban Brick Golf Towel,2.0,31.0,2016-06,2,1.195,1.0
Outdoors,2016-06,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,7.0,86.0,2016-06,4,2.007,0.57
Outdoors,2016-07,Accessories,Team Golf New England Patriots Putter Grip,19.0,275.0,2016-07,5,2.158,0.26
Outdoors,2016-07,Accessories,Team Golf Pittsburgh Steelers Putter Grip,9.0,110.0,2016-07,7,2.101,0.78
Outdoors,2016-07,Accessories,Team Golf San Francisco Giants Putter Grip,3.0,57.0,2016-07,3,1.319,1.0
Outdoors,2016-07,Accessories,Team Golf St. Louis Cardinals Putter Grip,8.0,165.0,2016-07,10,1.923,1.25
Outdoors,2016-07,Accessories,Team Golf Tennessee Volunteers Putter Grip,10.0,120.0,2016-07,15,0.456,1.5
Outdoors,2016-07,Accessories,Team Golf Texas Longhorns Putter Grip,3.0,58.0,2016-07,5,0.209,1.67
Outdoors,2016-07,Electronics,Bridgestone e6 Straight Distance NFL Carolina,4.0,73.0,2016-07,4,0.493,1.0
Outdoors,2016-07,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5.0,180.0,2016-07,1,1.883,0.2
Outdoors,2016-07,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,2.0,69.0,2016-07,1,1.853,0.5
Outdoors,2016-07,Electronics,Titleist Pro V1x Golf Balls,10.0,428.0,2016-07,19,1.675,1.9
Outdoors,2016-07,Electronics,Titleist Pro V1x High Numbers Golf Balls,6.0,208.0,2016-07,7,1.741,1.17
Outdoors,2016-07,Electronics,Titleist Pro V1x High Numbers Personalized Go,1.0,122.0,2016-07,0,2.227,0.0
Outdoors,2016-07,Golf Apparel,Top Flite Women's 2017 XL Hybrid,8.0,94.0,2016-07,9,0.84,1.12
Outdoors,2016-07,Golf Balls,Glove It Women's Mod Oval Golf Glove,11.0,141.0,2016-07,8,1.221,0.73
Outdoors,2016-07,Golf Balls,Hirzl Women's Hybrid Golf Glove,3.0,36.0,2016-07,5,0.749,1.67
Outdoors,2016-07,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,5.0,42.0,2016-07,6,0.928,1.2
Outdoors,2016-07,Golf Gloves,Bag Boy Beverage Holder,6.0,118.0,2016-07,12,2.332,2.0
Outdoors,2016-07,Golf Gloves,Clicgear 8.0 Shoe Brush,7.0,32.0,2016-07,10,1.271,1.43
Outdoors,2016-07,Golf Gloves,Clicgear Rovic Cooler Bag,5.0,87.0,2016-07,4,1.18,0.8
Outdoors,2016-07,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,5.0,429.0,2016-07,0,1.201,0.0
Outdoors,2016-07,Trade-In,Glove It Imperial Golf Towel,5.0,28.0,2016-07,3,1.908,0.6
Outdoors,2016-07,Trade-In,Glove It Urban Brick Golf Towel,7.0,124.0,2016-07,3,0.465,0.43
Outdoors,2016-07,Trade-In,Glove It Women's Mod Oval 3-Zip Carry All Gol,16.0,215.0,2016-07,29,1.014,1.81
Outdoors,2016-08,Accessories,Team Golf New England Patriots Putter Grip,5.0,165.0,2016-08,2,0.949,0.4
Outdoors,2016-08,Accessories,Team Golf Pittsburgh Steelers Putter Grip,6.0,165.0,2016-08,6,1.395,1.0
Outdoors,2016-08,Accessories,Team Golf San Francisco Giants Putter Grip,4.0,57.0,2016-08,7,0.968,1.75
Outdoors,2016-08,Accessories,Team Golf St. Louis Cardinals Putter Grip,4.0,55.0,2016-08,5,0.443,1.25
Outdoors,2016-08,Accessories,Team Golf Tennessee Volunteers Putter Grip,7.0,240.0,2016-08,3,1.346,0.43
Outdoors,2016-08,Accessories,Team Golf Texas Longhorns Putter Grip,2.0,58.0,2016-08,0,1.681,0.0
Outdoors,2016-08,Electronics,Bridgestone e6 Straight Distance NFL Carolina,7.0,146.0,2016-08,1,0.222,0.14
Outdoors,2016-08,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,5.0,120.0,2016-08,5,1.504,1.0
Outdoors,2016-08,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,4.0,276.0,2016-08,0,0.173,0.0
Outdoors,2016-08,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1.0,100.0,2016-08,2,1.339,2.0
Outdoors,2016-08,Electronics,Titleist Pro V1x Golf Balls,12.0,428.0,2016-08,10,0.875,0.83
Outdoors,2016-08,Electronics,Titleist Pro V1x High Numbers Personalized Go,4.0,122.0,2016-08,0,1.365,0.0
Outdoors,2016-08,Golf Apparel,Top Flite Women's 2017 XL Hybrid,2.0,47.0,2016-08,4,1.779,2.0
Outdoors,2016-08,Golf Balls,Glove It Women's Imperial Golf Glove,10.0,132.0,2016-08,0,0.466,0.0
Outdoors,2016-08,Golf Balls,Glove It Women's Mod Oval Golf Glove,3.0,47.0,2016-08,5,2.185,1.67
Outdoors,2016-08,Golf Balls,Hirzl Women's Hybrid Golf Glove,5.0,36.0,2016-08,2,2.266,0.4
Outdoors,2016-08,Golf Balls,Hirzl Women's Soffft Flex Golf Glove,4.0,42.0,2016-08,8,1.815,2.0
Outdoors,2016-08,Golf Gloves,Clicgear 8.0 Shoe Brush,11.0,64.0,2016-08,20,1.242,1.82
Outdoors,2016-08,Golf Gloves,Clicgear Rovic Cooler Bag,3.0,174.0,2016-08,0,1.412,0.0
Outdoors,2016-08,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,2.0,143.0,2016-08,2,1.404,1.0
Outdoors,2016-08,Trade-In,Glove It Imperial Golf Towel,14.0,112.0,2016-08,20,1.937,1.43
Outdoors,2016-08,Trade-In,Glove It Urban Brick Golf Towel,8.0,93.0,2016-08,12,0.262,1.5
Outdoors,2016-09,Accessories,Team Golf New England Patriots Putter Grip,4.0,110.0,2016-09,2,1.435,0.5
Outdoors,2016-09,Accessories,Team Golf Pittsburgh Steelers Putter Grip,1.0,55.0,2016-09,1,1.307,1.0
Outdoors,2016-09,Accessories,Team Golf St. Louis Cardinals Putter Grip,9.0,110.0,2016-09,10,1.224,1.11
Outdoors,2016-09,Accessories,Team Golf Tennessee Volunteers Putter Grip,19.0,300.0,2016-09,13,0.725,0.68
Outdoors,2016-09,Accessories,Team Golf Texas Longhorns Putter Grip,14.0,232.0,2016-09,14,1.074,1.0
Outdoors,2016-09,Electronics,Bridgestone e6 Straight Distance NFL Carolina,15.0,292.0,2016-09,1,1.835,0.07
Outdoors,2016-09,Electronics,Bridgestone e6 Straight Distance NFL San Dieg,4.0,120.0,2016-09,3,1.33,0.75
Outdoors,2016-09,Electronics,Bridgestone e6 Straight Distance NFL Tennesse,1.0,69.0,2016-09,1,0.882,1.0
Outdoors,2016-09,Electronics,Titleist Pro V1 High Numbers Personalized Gol,1.0,100.0,2016-09,0,2.289,0.0
Outdoors,2016-09,Electronics,Titleist Pro V1x Golf Balls,2.0,107.0,2016-09,4,0.632,2.0
Outdoors,2016-09,Electronics,Titleist Pro V1x High Numbers Golf Balls,7.0,208.0,2016-09,11,1.881,1.57
Outdoors,2016-09,Electronics,Titleist Pro V1x High Numbers Personalized Go,5.0,122.0,2016-09,4,2.02,0.8
Outdoors,2016-09,Golf Apparel,Top Flite Women's 2017 XL Hybrid,13.0,188.0,2016-09,16,0.358,1.23
Outdoors,2016-09,Golf Balls,Glove It Women's Mod Oval Golf Glove,8.0,94.0,2016-09,4,0.55,0.5
Outdoors,2016-09,Golf Balls,Hirzl Men's Hybrid Golf Glove,10.0,93.0,2016-09,7,1.725,0.7
Outdoors,2016-09,Golf Balls,Hirzl Women's Hybrid Golf Glove,8.0,108.0,2016-09,0,2.273,0.0
Outdoors,2016-09,Golf Gloves,Bag Boy Beverage Holder,4.0,177.0,2016-09,8,1.832,2.0
Outdoors,2016-09,Golf Gloves,Clicgear Rovic Cooler Bag,6.0,174.0,2016-09,0,0.977,0.0
